lineage,scorpio_call,Date
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BF.21,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2.12,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BA.5.6,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BA.2.24,Omicron (BA.2-like),2022-08-16
BE.4,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BF.21,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BA.5.6,Omicron (BA.5-like),2022-08-16
BF.38,Omicron (BA.5-like),2022-08-16
BE.1.1,Omicron (BA.5-like),2022-08-16
BF.5,Omicron (BA.5-like),2022-08-16
BE.1.1,Omicron (BA.5-like),2022-08-16
BA.4.1,Omicron (BA.4-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BF.21,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BF.12,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BE.1.1,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BF.5,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BF.1,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BA.5.2.1,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BF.5,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-16
BA.5.2,Omicron (BA.5-like),2022-08-17
BA.2.56,Omicron (BA.2-like),2022-08-17
BA.5.2,Omicron (BA.5-like),2022-08-17
BA.5.2.1,Omicron (BA.5-like),2022-08-17
BA.5.1.16,Omicron (BA.5-like),2022-08-17
BA.5.2.12,Omicron (BA.5-like),2022-08-17
BA.5.2,Omicron (BA.5-like),2022-08-17
BF.5,Omicron (BA.5-like),2022-08-17
BA.5.2,Omicron (BA.5-like),2022-08-18
BF.5,Omicron (BA.5-like),2022-08-18
BF.21,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BA.5.2,Omicron (BA.5-like),2022-08-18
BE.1.1,Omicron (BA.5-like),2022-08-18
BF.5,Omicron (BA.5-like),2022-08-18
BA.5.1.22,Omicron (BA.5-like),2022-08-18
BA.5.2.26,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BF.21,Omicron (BA.5-like),2022-08-18
BF.5.4,Omicron (BA.5-like),2022-08-18
BE.4,Omicron (BA.5-like),2022-08-18
BE.4,Omicron (BA.5-like),2022-08-18
BE.4,Omicron (BA.5-like),2022-08-18
BA.5.2,Omicron (BA.5-like),2022-08-18
BF.21,Omicron (BA.5-like),2022-08-18
BA.5.2.12,Omicron (BA.5-like),2022-08-18
BA.5.2.12,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BF.5.4,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BF.5.4,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BA.5.2,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BE.1.1,Omicron (BA.5-like),2022-08-18
BA.5.2.12,Omicron (BA.5-like),2022-08-18
BF.5,Omicron (BA.5-like),2022-08-18
BF.5,Omicron (BA.5-like),2022-08-18
BF.38,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BA.5.2.12,Omicron (BA.5-like),2022-08-18
BF.5,Omicron (BA.5-like),2022-08-18
BA.5.2,Omicron (BA.5-like),2022-08-18
BF.21,Omicron (BA.5-like),2022-08-18
BF.5.4,Omicron (BA.5-like),2022-08-18
BA.5.2,Omicron (BA.5-like),2022-08-18
BA.5.1,Omicron (BA.5-like),2022-08-18
BA.5.2,Omicron (BA.5-like),2022-08-18
BA.5.2.12,Omicron (BA.5-like),2022-08-18
BA.4,Omicron (BA.4-like),2022-08-18
BA.5.2.12,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BA.5.1,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-18
BF.21,Omicron (BA.5-like),2022-08-18
BF.21,Omicron (BA.5-like),2022-08-18
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BF.5,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BF.5,Omicron (BA.5-like),2022-08-19
BF.5,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BE.11,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2.12,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BE.11,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2.28,Omicron (BA.5-like),2022-08-19
BF.4,Omicron (BA.5-like),2022-08-19
BF.4,Omicron (BA.5-like),2022-08-19
BA.5.2.12,Omicron (BA.5-like),2022-08-19
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BA.5.2.1,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BA.5.2,Omicron (BA.5-like),2022-08-19
BF.5.4,Omicron (BA.5-like),2022-08-19
BF.5,Omicron (BA.5-like),2022-08-20
BA.5.2.1,Omicron (BA.5-like),2022-08-20
BA.5.2,Omicron (BA.5-like),2022-08-20
BF.5,Omicron (BA.5-like),2022-08-20
BF.5,Omicron (BA.5-like),2022-08-20
BA.5.1,Omicron (BA.5-like),2022-08-20
BA.5,Omicron (BA.5-like),2022-08-20
BA.5.2,Omicron (BA.5-like),2022-08-20
BE.1.1,Omicron (BA.5-like),2022-08-20
BA.5.2,Omicron (BA.5-like),2022-08-20
BA.5.5,Omicron (BA.5-like),2022-08-20
BA.5.2,Omicron (BA.5-like),2022-08-20
BA.5.2,Omicron (BA.5-like),2022-08-21
BF.5,Omicron (BA.5-like),2022-08-21
BF.5,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-21
BA.5.2.12,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-21
BA.5.2.1,Omicron (BA.5-like),2022-08-21
BA.5.2.1,Omicron (BA.5-like),2022-08-21
BA.5.2.26,Omicron (BA.5-like),2022-08-21
BA.5.2.1,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-21
BA.5.2.1,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-21
BF.5,Omicron (BA.5-like),2022-08-21
BF.5,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-21
BA.5.2.26,Omicron (BA.5-like),2022-08-21
BA.5.2.26,Omicron (BA.5-like),2022-08-21
BA.5.2,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.2.10,Omicron (BA.2-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BE.4,Omicron (BA.5-like),2022-08-22
BE.11,Omicron (BA.5-like),2022-08-22
BA.5.2.28,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BA.5,Omicron (BA.5-like),2022-08-22
BE.11,Omicron (BA.5-like),2022-08-22
BF.5.4,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BE.11,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BF.21,Omicron (BA.5-like),2022-08-22
BF.21,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BF.5,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2.1,Omicron (BA.5-like),2022-08-22
BA.5.2.20,Omicron (BA.5-like),2022-08-22
BA.5.1.16,Omicron (BA.5-like),2022-08-22
BA.5.1,Omicron (BA.5-like),2022-08-23
BA.5.2,Omicron (BA.5-like),2022-08-23
BA.5.2,Omicron (BA.5-like),2022-08-23
BA.5.2.1,Omicron (BA.5-like),2022-08-23
BF.21,Omicron (BA.5-like),2022-08-23
BA.5.2.1,Omicron (BA.5-like),2022-08-23
BA.5.2.1,Omicron (BA.5-like),2022-08-23
BA.5.2.12,Omicron (BA.5-like),2022-08-23
BA.5.2.12,Omicron (BA.5-like),2022-08-23
BA.5.2,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BE.4,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BF.21,Omicron (BA.5-like),2022-08-24
BA.4.1,Omicron (BA.4-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BF.21,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BA.5.1,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BA.2,Omicron (BA.2-like),2022-08-24
BA.5.1,Omicron (BA.5-like),2022-08-24
BF.5,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.1.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BA.5.2.1,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-24
BA.5.2,Omicron (BA.5-like),2022-08-25
BF.1,Omicron (BA.5-like),2022-08-25
BA.5.2,Omicron (BA.5-like),2022-08-25
BA.5.2.1,Omicron (BA.5-like),2022-08-25
BA.5.2,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BA.5.2,Omicron (BA.5-like),2022-08-25
BA.5.2.1,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BA.5.2,Omicron (BA.5-like),2022-08-25
BF.5,Omicron (BA.5-like),2022-08-25
BA.5.2.20,Omicron (BA.5-like),2022-08-25
BF.22,Omicron (BA.5-like),2022-08-25
BA.5.2.1,Omicron (BA.5-like),2022-08-25
BA.5.2,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.5.6,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BF.21,Omicron (BA.5-like),2022-08-26
BA.5.2.12,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.4,Omicron (BA.4-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BF.5.4,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BA.5.8,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BF.4,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BF.38,Omicron (BA.5-like),2022-08-26
BE.1,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BF.5,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2.1,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-26
BA.5.2,Omicron (BA.5-like),2022-08-27
BF.5,Omicron (BA.5-like),2022-08-27
BA.5.2.1,Omicron (BA.5-like),2022-08-27
BA.5.2.1,Omicron (BA.5-like),2022-08-27
BA.5.2,Omicron (BA.5-like),2022-08-27
BF.5,Omicron (BA.5-like),2022-08-27
BF.5,Omicron (BA.5-like),2022-08-27
BA.5.2,Omicron (BA.5-like),2022-08-28
BA.5.2.20,Omicron (BA.5-like),2022-08-28
BA.5.2.1,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BF.21,Omicron (BA.5-like),2022-08-28
BA.5.2.1,Omicron (BA.5-like),2022-08-28
BA.5.2,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BA.5.2,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BA.5.2.1,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BF.5,Omicron (BA.5-like),2022-08-28
BE.4,Omicron (BA.5-like),2022-08-28
BF.24,Omicron (BA.5-like),2022-08-29
BA.5.2,Omicron (BA.5-like),2022-08-29
BF.5,Omicron (BA.5-like),2022-08-29
BA.5.1,Omicron (BA.5-like),2022-08-29
BA.5.2,Omicron (BA.5-like),2022-08-29
BA.5.2.1,Omicron (BA.5-like),2022-08-29
BA.5.2.1,Omicron (BA.5-like),2022-08-29
BA.5.2.20,Omicron (BA.5-like),2022-08-29
BA.5.2.1,Omicron (BA.5-like),2022-08-29
BF.5,Omicron (BA.5-like),2022-08-30
BF.5,Omicron (BA.5-like),2022-08-30
BA.5.2.28,Omicron (BA.5-like),2022-08-30
BA.5.2.1,Omicron (BA.5-like),2022-08-30
BF.5,Omicron (BA.5-like),2022-08-30
BF.5.4,Omicron (BA.5-like),2022-08-30
BA.5.2.1,Omicron (BA.5-like),2022-08-30
BF.7,Omicron (BA.5-like),2022-08-30
BF.1,Omicron (BA.5-like),2022-08-30
BA.5.2,Omicron (BA.5-like),2022-08-30
BA.5.2,Omicron (BA.5-like),2022-08-30
BA.5.2.1,Omicron (BA.5-like),2022-08-30
BA.5.2.1,Omicron (BA.5-like),2022-08-30
BA.5.2,Omicron (BA.5-like),2022-08-30
BA.5.2,Omicron (BA.5-like),2022-08-30
BF.5,Omicron (BA.5-like),2022-08-31
BA.5.2,Omicron (BA.5-like),2022-08-31
BA.5.1,Omicron (BA.5-like),2022-08-31
BF.5,Omicron (BA.5-like),2022-08-31
BA.5.6,Omicron (BA.5-like),2022-08-31
BA.5.2,Omicron (BA.5-like),2022-09-01
BA.5.2,Omicron (BA.5-like),2022-09-01
BA.5.2,Omicron (BA.5-like),2022-09-01
BA.5.2,Omicron (BA.5-like),2022-09-01
BE.1.1,Omicron (BA.5-like),2022-09-01
BF.5,Omicron (BA.5-like),2022-09-01
BF.5,Omicron (BA.5-like),2022-09-01
BF.5,Omicron (BA.5-like),2022-09-01
BA.5.2,Omicron (BA.5-like),2022-09-01
BF.5,Omicron (BA.5-like),2022-09-01
BF.5,Omicron (BA.5-like),2022-09-01
BE.1,Omicron (BA.5-like),2022-09-01
BA.5.2.28,Omicron (BA.5-like),2022-09-01
BF.5.4,Omicron (BA.5-like),2022-09-01
BA.5.2,Omicron (BA.5-like),2022-09-01
BF.5,Omicron (BA.5-like),2022-09-02
BF.5,Omicron (BA.5-like),2022-09-02
BF.5,Omicron (BA.5-like),2022-09-02
BA.5.6,Omicron (BA.5-like),2022-09-02
BA.5.2,Omicron (BA.5-like),2022-09-02
BF.5,Omicron (BA.5-like),2022-09-02
BA.5.2.1,Omicron (BA.5-like),2022-09-02
BA.5.2.1,Omicron (BA.5-like),2022-09-02
BA.5.2.1,Omicron (BA.5-like),2022-09-02
BA.5.2,Omicron (BA.5-like),2022-09-02
BA.5.2.12,Omicron (BA.5-like),2022-09-03
BF.22,Omicron (BA.5-like),2022-09-03
BF.5,Omicron (BA.5-like),2022-09-03
BA.5.2.12,Omicron (BA.5-like),2022-09-03
BF.5,Omicron (BA.5-like),2022-09-03
BA.5.2,Omicron (BA.5-like),2022-09-03
BA.5.2,Omicron (BA.5-like),2022-09-03
BE.1.1,Omicron (BA.5-like),2022-09-04
BA.5.2,Omicron (BA.5-like),2022-09-04
BA.5.2,Omicron (BA.5-like),2022-09-04
BA.5.2,Omicron (BA.5-like),2022-09-04
BA.5.2,Omicron (BA.5-like),2022-09-04
BA.5.2,Omicron (BA.5-like),2022-09-04
BF.5,Omicron (BA.5-like),2022-09-04
BA.5.2.1,Omicron (BA.5-like),2022-09-05
BA.5.2,Omicron (BA.5-like),2022-09-05
BA.5.5,Omicron (BA.5-like),2022-09-05
BF.21,Omicron (BA.5-like),2022-09-06
BF.5,Omicron (BA.5-like),2022-09-06
BA.5.2.1,Omicron (BA.5-like),2022-09-06
BA.5.2.1,Omicron (BA.5-like),2022-09-06
BF.5,Omicron (BA.5-like),2022-09-06
BF.21,Omicron (BA.5-like),2022-09-06
BA.5.2,Omicron (BA.5-like),2022-09-06
BA.5.2,Omicron (BA.5-like),2022-09-07
BA.5.2.1,Omicron (BA.5-like),2022-09-07
BF.5,Omicron (BA.5-like),2022-09-07
BF.5,Omicron (BA.5-like),2022-09-07
BA.5.2,Omicron (BA.5-like),2022-09-07
BA.5.3.1,Omicron (BA.5-like),2022-09-08
BA.5.2,Omicron (BA.5-like),2022-09-08
BA.5.2.1,Omicron (BA.5-like),2022-09-08
BA.5.2.1,Omicron (BA.5-like),2022-09-08
BF.5,Omicron (BA.5-like),2022-09-08
BA.5.2,Omicron (BA.5-like),2022-09-08
BA.5.2.1,Omicron (BA.5-like),2022-09-08
BA.5.2,Omicron (BA.5-like),2022-09-08
BF.5.4,Omicron (BA.5-like),2022-09-09
BA.5.3.1,Omicron (BA.5-like),2022-09-09
BA.5.2,Omicron (BA.5-like),2022-09-10
BA.5.2,Omicron (BA.5-like),2022-09-10
BA.5.2,Omicron (BA.5-like),2022-09-11
BA.5.2,Omicron (BA.5-like),2022-09-13
BF.5,Omicron (BA.5-like),2022-09-13
BA.5.2.1,Omicron (BA.5-like),2022-09-14
BF.5,Omicron (BA.5-like),2022-09-14
BA.5.2.1,Omicron (BA.5-like),2022-09-14
BA.5.1,Omicron (BA.5-like),2022-09-15
BA.5.2,Omicron (BA.5-like),2022-09-15
BF.5,Omicron (BA.5-like),2022-09-15
BA.5.2.1,Omicron (BA.5-like),2022-09-15
BA.5.2,Omicron (BA.5-like),2022-09-15
BA.5.2.1,Omicron (BA.5-like),2022-09-15
BA.5.2,Omicron (BA.5-like),2022-09-15
BA.5.2,Omicron (BA.5-like),2022-09-15
BA.5.2.55,Omicron (BA.5-like),2022-09-15
BA.5.2.1,Omicron (BA.5-like),2022-09-15
BA.5.2.1,Omicron (BA.5-like),2022-09-16
BF.5,Omicron (BA.5-like),2022-09-17
BA.5.2,Omicron (BA.5-like),2022-09-17
BA.5.2,Omicron (BA.5-like),2022-09-17
BA.5.2,Omicron (BA.5-like),2022-09-17
BA.5.2.1,Omicron (BA.5-like),2022-09-20
BF.5,Omicron (BA.5-like),2022-09-21
BF.5,Omicron (BA.5-like),2022-09-21
BA.5.2.1,Omicron (BA.5-like),2022-09-22
BF.2,Omicron (BA.5-like),2022-09-24
BA.5.2,Omicron (BA.5-like),2022-09-26
BA.5.2,Omicron (BA.5-like),2022-09-27
BA.5.2.1,Omicron (BA.5-like),2022-09-27
BA.5.2,Omicron (BA.5-like),2022-09-27
BA.5.2.1,Omicron (BA.5-like),2022-09-27
BA.5.2.1,Omicron (BA.5-like),2022-09-27
BA.5.2.1,Omicron (BA.5-like),2022-09-28
BA.5.2,Omicron (BA.5-like),2022-09-28
BE.11,Omicron (BA.5-like),2022-09-28
BA.5.2,Omicron (BA.5-like),2022-09-29
BF.5,Omicron (BA.5-like),2022-10-01
BA.5.2.12,Omicron (BA.5-like),2022-10-02
BA.5.2,Omicron (BA.5-like),2022-10-04
BA.5.2,Omicron (BA.5-like),2022-10-06
BF.5,Omicron (BA.5-like),2022-10-06
BA.5,Omicron (BA.5-like),2022-10-08
BA.5.2,Omicron (BA.5-like),2022-10-10
BA.5.2,Omicron (BA.5-like),2022-10-10
BF.1,Omicron (BA.5-like),2022-10-11
BA.5.1,Omicron (BA.5-like),2022-10-12
BF.12,Omicron (BA.5-like),2022-10-12
BA.5.2,Omicron (BA.5-like),2022-10-12
BF.5,Omicron (BA.5-like),2022-10-13
BA.5.2.1,Omicron (BA.5-like),2022-10-13
BA.5.2.1,Omicron (BA.5-like),2022-10-14
BF.5,Omicron (BA.5-like),2022-10-15
BQ.1.1,Omicron (BA.5-like),2022-10-17
BF.5,Omicron (BA.5-like),2022-10-17
BA.5.2.6,Omicron (BA.5-like),2022-10-18
BA.5.2.6,Omicron (BA.5-like),2022-10-18
BA.5.2.12,Omicron (BA.5-like),2022-10-18
BA.5.2.12,Omicron (BA.5-like),2022-10-18
BF.5,Omicron (BA.5-like),2022-10-19
BA.5.2,Omicron (BA.5-like),2022-10-20
BF.5,Omicron (BA.5-like),2022-10-21
BA.5.2.12,Omicron (BA.5-like),2022-10-21
BF.2,Omicron (BA.5-like),2022-10-21
BF.2,Omicron (BA.5-like),2022-10-21
BF.5,Omicron (BA.5-like),2022-10-22
BF.5,Omicron (BA.5-like),2022-10-22
BA.5.2,Omicron (BA.5-like),2022-10-23
BA.5.1,Omicron (BA.5-like),2022-10-24
BE.4,Omicron (BA.5-like),2022-10-24
BQ.1.23,Omicron (BA.5-like),2022-10-24
BQ.1.23,Omicron (BA.5-like),2022-10-24
BF.5,Omicron (BA.5-like),2022-10-25
BA.5.2,Omicron (BA.5-like),2022-10-25
BF.22,Omicron (BA.5-like),2022-10-25
BA.5.2,Omicron (BA.5-like),2022-10-25
BF.5,Omicron (BA.5-like),2022-10-26
BA.5.2.1,Omicron (BA.5-like),2022-10-26
BA.5.2.12,Omicron (BA.5-like),2022-10-28
BA.5.2.1,Omicron (BA.5-like),2022-10-28
BA.5.2.1,Omicron (BA.5-like),2022-10-28
BA.5.2,Omicron (BA.5-like),2022-10-29
BA.5.2.1,Omicron (BA.5-like),2022-10-29
BA.5.2,Omicron (BA.5-like),2022-10-30
BA.5.2.1,Omicron (BA.5-like),2022-10-30
BA.5.2,Omicron (BA.5-like),2022-10-30
BA.5.2.6,Omicron (BA.5-like),2022-10-30
BA.5.2.1,Omicron (BA.5-like),2022-10-31
BA.5.2.1,Omicron (BA.5-like),2022-10-31
BA.5.5.1,Omicron (BA.5-like),2022-11-01
BQ.1.1,Omicron (BA.5-like),2022-11-01
BA.5.2.12,Omicron (BA.5-like),2022-11-01
BF.7.15,Omicron (BA.5-like),2022-11-02
BA.5.2.1,Omicron (BA.5-like),2022-11-03
BF.4,Omicron (BA.5-like),2022-11-04
BA.5.2,Omicron (BA.5-like),2022-11-05
BE.11,Omicron (BA.5-like),2022-11-05
BE.11,Omicron (BA.5-like),2022-11-05
BE.11,Omicron (BA.5-like),2022-11-05
BF.5,Omicron (BA.5-like),2022-11-05
BF.7,Omicron (BA.5-like),2022-11-05
BF.5,Omicron (BA.5-like),2022-11-05
